"Inclut les transactions Amazon Marketplace, Expédié par Amazon et Amazon Webstore",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tous les montants sont en EUR, sauf mention contraire.",,,,,,,,,,,,,,,,,,,,,,,,,,
Définitions :,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taxes collectées sur les ventes : inclut les taxes collectées auprès des acheteurs sur la vente de produits, la livraison et l'emballage.",,,,,,,,,,,,,,,,,,,,,,,,,,
Frais de vente : Incluent des frais de clôture variable et des frais de référence.,,,,,,,,,,,,,,,,,,,,,,,,,,
"Autres frais de transaction : incluent les contestations de prélèvement, les retenues sur expédition",,,,,,,,,,,,,,,,,,,,,,,,,,
"Autre : inclut les montants non-liés aux commandes. Pour de plus amples renseignements, consultez les colonnes ""Type"" et ""Description"" pour chaque commande.",,,,,,,,,,,,,,,,,,,,,,,,,,
date/heure,numéro de versement,type,numéro de la commande,sku,description,quantité,Marketplace,traitement,ville d'où provient la commande,Région d'où provient la commande,code postal de la commande,Modèle de perception des taxes,ventes de produits,Taxes sur la vente des produits,crédits d'expédition,taxe sur les crédits d’expédition,crédits sur l'emballage cadeau,Taxes sur les crédits cadeaux,Rabais promotionnels,Taxes sur les remises promotionnelles,Taxes retenues sur le site de vente,frais de vente,Frais Expédié par Amazon,autres frais de transaction,autre,total
21 juin 2024 15:10:41 UTC,22491446562,Remboursement,406-7681634-0246759,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Biganos,France,33380,MarketplaceFacilitator,"-16,62","-3,33",0,0,0,0,0,0,"3,33","2,96",0,0,0,"-13,66"
21 juin 2024 17:12:44 UTC,22491446562,Remboursement,402-4335013-8715511,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,2,amazon.fr,Amazon,PERPIGNAN CEDEX 9,,66950,MarketplaceFacilitator,"-33,24","-6,66",0,0,0,0,0,0,"6,66","5,91",0,0,0,"-27,33"
21 juin 2024 18:18:25 UTC,22491446562,Commande,402-6265934-4314748,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,2,amazon.fr,Amazon,ANET,,28260,MarketplaceFacilitator,"33,24","6,66",0,0,0,0,0,0,"-6,66","-7,39","-5,80",0,0,"20,05"
21 juin 2024 20:01:17 UTC,22491446562,Commande,408-0061890-1105173,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,3,amazon.fr,Amazon,Seloncourt,,25230,MarketplaceFacilitator,"49,86","9,99",0,0,0,0,0,0,"-9,99","-11,09","-8,70",0,0,"30,07"
21 juin 2024 20:01:37 UTC,22491446562,Commande,408-0162530-4761113,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Seloncourt,,25230,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
21 juin 2024 22:18:24 UTC,22491446562,Commande,405-7439750-5288349,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,HAM SOUS VARSBERG,Frankreich,57880,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
22 juin 2024 02:54:07 UTC,22539603722,Transfert,,,vers le compte finissant en : 122,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-75,63","-75,63"
22 juin 2024 10:35:39 UTC,22539603722,Commande,402-9446465-9641151,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,69100 - Villeurbanne,,69100,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
22 juin 2024 13:19:39 UTC,22539603722,Commande,171-0295886-1544375,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,nancy,,54000,MarketplaceFacilitator,"16,62","3,33","1,66","0,33",0,0,"-1,66","-0,33","-3,33","-3,70","-2,90",0,0,"10,02"
22 juin 2024 16:25:25 UTC,22539603722,Commande,407-8100062-4248344,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Chalou Moulineux,,91740,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
22 juin 2024 23:03:25 UTC,22539603722,Commande,407-6542164-6987503,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Longchamp,,21110,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
23 juin 2024 15:53:11 UTC,22539603722,Commande,403-5918601-4904308,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,2,amazon.fr,Amazon,PLEUMEUR BODOU,,22560,MarketplaceFacilitator,"33,24","6,66",0,0,0,0,0,0,"-6,66","-7,39","-5,80",0,0,"20,05"
23 juin 2024 22:31:00 UTC,22539603722,Commande,404-6931433-3370741,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Verfeil,Haute Garonne,31590,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
24 juin 2024 00:48:33 UTC,22539603722,Commande,408-1194702-3167563,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,PUTEAUX,,92800,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
24 juin 2024 01:15:24 UTC,22539603722,Commande,403-5780357-0788312,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Chamilly,,71510,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
24 juin 2024 08:44:36 UTC,22539603722,Commande,408-5414984-8330733,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Trie Sur Baise,,65220,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
24 juin 2024 10:54:39 UTC,22539603722,Commande,407-4443123-9883561,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,STRASBOURG,,67000,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
24 juin 2024 19:38:01 UTC,22539603722,Commande,407-1255588-8392332,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Ablain St Nazaire,,62153,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
25 juin 2024 05:01:00 UTC,22539603722,Transfert,,,vers le compte finissant en : 122,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-29,16","-29,16"
25 juin 2024 07:47:43 UTC,22539603722,Commande,406-2966698-0419525,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Biganos,France,33380,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
25 juin 2024 14:34:36 UTC,22539603722,Commande,405-4474377-0828325,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,3,amazon.fr,Amazon,St Gervais Les Bains,,74170,MarketplaceFacilitator,"49,86","9,99",0,0,0,0,0,0,"-9,99","-11,09","-8,70",0,0,"30,07"
25 juin 2024 15:18:11 UTC,22539603722,Commande,407-8912048-7758720,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,ONNAING,,59264,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
25 juin 2024 20:36:43 UTC,22539603722,Commande,406-0811506-2230703,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Mourmelon le petit,France,51400,MarketplaceFacilitator,"16,62","3,33","1,66","0,33",0,0,0,0,"-3,66","-3,70","-4,56",0,0,"10,02"
25 juin 2024 20:39:50 UTC,22539603722,Commande,171-2421102-6455528,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,L Absie,,79240,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
25 juin 2024 21:13:50 UTC,22539603722,Commande,408-3659372-3397132,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Orleans,,45100,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
26 juin 2024 17:47:46 UTC,22550473952,Commande,402-6797178-7207531,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Licques,,62850,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
26 juin 2024 20:54:25 UTC,22550473952,Commande,404-4458705-7127532,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Capavenir Vosges,,88150,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
27 juin 2024 14:23:17 UTC,22550473952,Commande,405-8586632-0784310,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Bagneres De Bigorre,,65200,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
27 juin 2024 17:24:33 UTC,22550473952,Commande,408-6625417-3864362,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Oost-Cappel,,59122,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
28 juin 2024 03:39:04 UTC,22550473952,Transfert,,,vers le compte finissant en : 122,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-110,24","-110,24"
28 juin 2024 07:19:15 UTC,22550473952,Commande,403-3185675-6059514,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Erquy,,22430,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
28 juin 2024 09:52:06 UTC,22550473952,Remboursement,407-6542164-6987503,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Longchamp,,21110,MarketplaceFacilitator,"-16,62","-3,33",0,0,0,0,0,0,"3,33","2,96",0,0,0,"-13,66"
28 juin 2024 15:42:11 UTC,22550473952,Commande,404-3313772-6375528,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,2,amazon.fr,Amazon,Les Mureaux,,78130,MarketplaceFacilitator,"33,24","6,66",0,0,0,0,0,0,"-6,66","-7,39","-5,80",0,0,"20,05"
28 juin 2024 17:50:28 UTC,22550473952,Commande,171-1062815-6749134,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,2,amazon.fr,Amazon,Ste Opportune Du Bosc,,27110,MarketplaceFacilitator,"33,24","6,66",0,0,0,0,0,0,"-6,66","-7,39","-5,80",0,0,"20,05"
28 juin 2024 18:18:48 UTC,22550473952,Remboursement,405-2781617-9246760,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,OTHIS,,77280,MarketplaceFacilitator,"-16,62","-3,33",0,0,0,0,0,0,"3,33","2,96",0,0,0,"-13,66"
28 juin 2024 18:43:27 UTC,22550473952,Commande,407-5214621-8191546,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,misy sur yonne,,77130,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
28 juin 2024 18:45:25 UTC,22550473952,Commande,402-2743621-9369126,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Braine l'alleud,,1420,MarketplaceFacilitator,"16,62","3,49",0,0,0,0,0,0,"-3,49","-3,70","-2,90",0,0,"10,02"
28 juin 2024 23:22:36 UTC,22550473952,Commande,404-8835960-0950710,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Longjumeau,,91160,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
29 juin 2024 19:14:27 UTC,22550473952,Commande,406-8340009-6693108,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Erstein,,67150,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
30 juin 2024 00:47:29 UTC,22550473952,Commande,404-1144652-5761905,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Magny les hameaux,,78114,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
30 juin 2024 17:36:11 UTC,22550473952,Commande,171-9735613-4276354,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,2,amazon.fr,Amazon,Sorbiers,,42290,MarketplaceFacilitator,"33,24","6,66","2,22","0,44",0,0,"-2,22","-0,44","-6,66","-7,39","-5,80",0,0,"20,05"
